0.6991	0.6643	0.6264	0.2088	0.8681	0.0782	0.8943	0.7057	0.8741	0.1599	0	0.9145	0.0423	0.4599	0.993	0.8986	0.4389	0.4984	0.0555	0.1562	0.2511	0.5793	0.5132	0.2981	0.3363	0.5092	0.3486	0.1661	0.4054	0.9325	0.1568	0.9174	0.9511	0.7192	0.6634	0.1149	0.4586	0.1373	0.0618	0.1473	0.4302	0.1698	0.8955	0.0555	0.3709	0.7503	0.1268	0.4488	0.0009	0.7408	0.39	0.1563	0.0465	0.4555	0.8921	0.7448	0.24	0.422	0.4227	0.1794	0.8439	0.6002	0.929	0.9502	0.9845	0.0625	0.5702	0.398	0.0754	0.6469	0.9012	0.6703	0.9496	0.4766	0.1832	0.5166	0.3926	0.0733	0.3268	0.2516	0.9328	0.979	0.7306	0.5576	0.3065	0.7868	0.0678	0.7908	0.4085	0.6857	0.2119	0.5609	0.3579	0.8962	0.2641	0.9936	0.7754	0.8046	0.7821	0.625	
0.0364	0.7469	0.6681	0.0937	0.1156	0.2688	0.7138	0.1191	0.2725	0.3316	0.9145	0	0.0763	0.0001	0.4665	0.9366	0.2399	0.6627	0.3929	0.8331	0.5793	0.3631	0.4856	0.8982	0.7708	0.2316	0.5848	0.9172	0.0803	0.1757	0.5888	0.0599	0.9422	0.0196	0.9724	0.3161	0.5248	0.2528	0.8466	0.6737	0.5969	0.1768	0.9955	0.0794	0.7493	0.559	0.3948	0.6332	0.4014	0.195	0.027	0.6596	0.5811	0.7286	0.633	0.7685	0.3126	0.848	0.5414	0.5605	0.6987	0.8691	0.5221	0.6292	0.3749	0.9658	0.6255	0.8275	0.6195	0.9737	0.2462	0.756	0.1058	0.6882	0.4072	0.6669	0.5474	0.9215	0.529	0.1043	0.2253	0.0547	0.7032	0.8373	0.3756	0.1848	0.4657	0.2513	0.5878	0.1892	0.85	0.7199	0.0424	0.5128	0.8336	0.195	0.6585	0.0071	0.2389	0.0717	
0.5411	0.3717	0.3195	0.199	0.6244	0.2909	0.161	0.2629	0.9319	0.7184	0.0423	0.0763	0	0.1103	0.1967	0.0385	0.0333	0.945	0.8499	0.1261	0.9205	0.483	0.7165	0.9361	0.356	0.8817	0.945	0.476	0.1839	0.7271	0.193	0.0809	0.0584	0.1967	0.2489	0.0167	0.5765	0.1676	0.8473	0.6107	0.3891	0.7567	0.4361	0.7884	0.0167	0.0111	0.9254	0.5157	0.1609	0.8461	0.8464	0.4151	0.476	0.4707	0.9501	0.8427	0.0319	0.5837	0.7191	0.931	0.6938	0.9765	0.0576	0.5153	0.9586	0.7921	0.7895	0.8456	0.2955	0.4447	0.0613	0.3596	0.8846	0.9895	0.8168	0.8396	0.6588	0.8525	0.2327	0.0569	0.8858	0.685	0.8608	0.6682	0.1108	0.2413	0.8976	0.8254	0.9922	0.9407	0.4965	0.4408	0.5747	0.2343	0.7954	0.5343	0.6405	0.8793	0.7371	0.7272	
0.6501	0.7504	0.2052	0.538	0.4361	0.1089	0.6823	0.7325	0.2881	0.9124	0.4599	0.0001	0.1103	0	0.8489	0.1575	0.5671	0.7384	0.4311	0.1451	0.1527	0.4573	0.8523	0.3285	0.498	0.9285	0.1916	0.4063	0.0108	0.4804	0.9833	0.2427	0.6462	0.3754	0.7296	0.5329	0.352	0.9946	0.5975	0.994	0.2177	0.346	0.1609	0.1038	0.9814	0.1682	0.1128	0.8806	0.6687	0.9281	0.7318	0.3152	0.7759	0.474	0.5797	0.1947	0.601	0.6091	0.5434	0.6965	0.7363	0.2056	0.4224	0.7877	0.5078	0.2582	0.801	0.4179	0.7468	0.3168	0.3558	0.6652	0.5822	0.7426	0.5091	0.6591	0.6968	0.4858	0.7458	0.3583	0.9931	0.3917	0.0611	0.0254	0.8051	0.9841	0.9739	0.8711	0.3641	0.9181	0.5758	0.6887	0.4365	0.4867	0.553	0.2218	0.7621	0.9477	0.6686	0.1054	
0.5524	0.8148	0.3758	0.1968	0.0758	0.1816	0.9955	0.6076	0.4915	0.7922	0.993	0.4665	0.1967	0.8489	0	0.4159	0.2154	0.3382	0.5918	0.878	0.7319	0.2799	0.2377	0.7752	0.1218	0.9088	0.5901	0.168	0.6306	0.2372	0.1678	0.7121	0.1365	0.6241	0.9472	0.011	0.6903	0.8521	0.8288	0.7539	0.7029	0.7291	0.8824	0.7743	0.1785	0.0988	0.9107	0.338	0.9254	0.6619	0.4517	0.6458	0.8515	0.6299	0.1093	0.841	0.0436	0.5424	0.5391	0.6748	0.7986	0.9558	0.5759	0.9782	0.8875	0.7481	0.6294	0.4964	0.8672	0.2867	0.764	0.9935	0.8003	0.2085	0.789	0.3429	0.0655	0.6428	0.2961	0.7886	0.4056	0.6681	0.6627	0.3517	0.7138	0.1657	0.5579	0.6133	0.5463	0.6493	0.7442	0.8266	0.1972	0.1684	0.8934	0.8758	0.35	0.2528	0.149	0.406	
0.9131	0.4725	0.1895	0.96	0.0779	0.0142	0.3131	0.5507	0.6466	0.4831	0.8986	0.9366	0.0385	0.1575	0.4159	0	0.1797	0.0561	0.7404	0.9105	0.0736	0.9844	0.5669	0.294	0.5808	0.5695	0.4084	0.2057	0.9584	0.3616	0.5972	0.9009	0.3769	0.4051	0.1172	0.8898	0.3877	0.3549	0.2134	0.3561	0.4062	0.5878	0.4854	0.4211	0.1196	0.9543	0.6892	0.1024	0.3843	0.3131	0.7702	0.1284	0.2418	0.2996	0.6887	0.0657	0.4276	0.439	0.0995	0.7321	0.1487	0.3685	0.3555	0.5961	0.6978	0.6761	0.2466	0.4647	0.6433	0.8163	0.8947	0.8666	0.0393	0.7406	0.5212	0.7365	0.7245	0.6775	0.3706	0.9119	0.0514	0.9891	0.3703	0.4852	0.0379	0.4512	0.5798	0.9438	0.7959	0.4515	0.2582	0.7898	0.6678	0.9486	0.6617	0.6712	0.3721	0.8745	0.888	0.6535	
0.0329	0.0885	0.4182	0.8945	0.971	0.9385	0.0569	0.3201	0.301	0.8659	0.4389	0.2399	0.0333	0.5671	0.2154	0.1797	0	0.6149	0.2572	0.0381	0.5298	0.8559	0.8455	0.9178	0.8123	0.2555	0.3579	0.9285	0.3413	0.1292	0.4582	0.0198	0.2207	0.9867	0.1821	0.3663	0.4721	0.6971	0.4687	0.3293	0.5366	0.0796	0.4769	0.6574	0.6881	0.0762	0.3064	0.0698	0.0311	0.929	0.0415	0.733	0.3296	0.4714	0.6441	0.7467	0.9807	0.24	0.0362	0.7757	0.272	0.1413	0.9426	0.9384	0.9505	0.7914	0.612	0.3245	0.5978	0.9193	0.218	0.3846	0.8838	0.8903	0.1995	0.3352	0.8763	0.2709	0.1801	0.3789	0.6683	0.1923	0.6333	0.5288	0.7566	0.6876	0.731	0.6724	0.1566	0.4079	0.5948	0.7549	0.9391	0.1292	0.3069	0.1485	0.2676	0.1675	0.0279	0.7594	
0.0207	0.3431	0.5518	0.2399	0.5465	0.2891	0.79	0.6208	0.1667	0.3303	0.4984	0.6627	0.945	0.7384	0.3382	0.0561	0.6149	0	0.2578	0.4068	0.9329	0.3376	0.3758	0.2597	0.1972	0.3216	0.851	0.5203	0.6715	0.3995	0.3524	0.0995	0.1597	0.8176	0.6758	0.1965	0.5861	0.7111	0.5521	0.1227	0.0222	0.115	0.6835	0.4152	0.0214	0.9706	0.2732	0.0536	0.7238	0.8109	0.8169	0.6793	0.3815	0.7571	0.4379	0.5086	0.2419	0.2996	0.8488	0.4552	0.405	0.55	0.0625	0.1658	0.5832	0.3438	0.616	0.9706	0.2494	0.6212	0.1031	0.8604	0.6455	0.2258	0.93	0.4444	0.869	0.4959	0.3099	0.8139	0.6177	0.3144	0.687	0.9993	0.3516	0.1531	0.8969	0.1594	0.0717	0.7279	0.2978	0.8924	0.9607	0.8229	0.4975	0.9669	0.8958	0.944	0.3	0.1293	
0.7753	0.232	0.2479	0.58	0.1905	0.8877	0.5767	0.0736	0.9561	0.1385	0.0555	0.3929	0.8499	0.4311	0.5918	0.7404	0.2572	0.2578	0	0.9928	0.0116	0.1344	0.3715	0.1375	0.1736	0.501	0.0288	0.5076	0.1185	0.8588	0.9845	0.4557	0.5517	0.6246	0.9007	0.5811	0.7928	0.1656	0.2109	0.6477	0.2435	0.6353	0.6626	0.2109	0.6941	0.1867	0.2986	0.8099	0.4454	0.2188	0.864	0.4404	0.0968	0.8968	0.7532	0.4202	0.4253	0.4161	0.905	0.6516	0.5441	0.8502	0.6004	0.2168	0.3567	0.0378	0.1743	0.0356	0.5707	0.6554	0.0854	0.1683	0.9664	0.0472	0.5847	0.205	0.6677	0.251	0.9261	0.9694	0.9556	0.6442	0.5629	0.2462	0.7708	0.2881	0.1341	0.5966	0.374	0.9513	0.7948	0.281	0.0027	0.0532	0.3142	0.8354	0.6281	0.8248	0.1975	0.4268	
0.828	0.6115	0.5806	0.7488	0.4622	0.3343	0.6451	0.4521	0.117	0.4571	0.1562	0.8331	0.1261	0.1451	0.878	0.9105	0.0381	0.4068	0.9928	0	0.0135	0.2147	0.3716	0.6032	0.3801	0.8907	0.5747	0.9849	0.9869	0.0773	0.6586	0.0857	0.4277	0.8445	0.2183	0.6353	0.6658	0.5535	0.3511	0.5221	0.4416	0.0833	0.6587	0.255	0.6681	0.9332	0.3479	0.7096	0.9626	0.5667	0.7995	0.5962	0.9174	0.6249	0.7333	0.0027	0.2772	0.785	0.2621	0.9076	0.9532	0.3897	0.586	0.6127	0.8893	0.4924	0.5138	0.3331	0.2672	0.2059	0.9421	0.7543	0.9103	0.8918	0.5087	0.2266	0.2728	0.0688	0.472	0.0354	0.858	0.9556	0.7193	0.5545	0.8831	0.5719	0.249	0.1488	0.4627	0.5774	0.4329	0.1379	0.4812	0.3253	0.8479	0.6572	0.4944	0.6296	0.963	0.9827	
0.1894	0.6879	0.5312	0.6584	0.9447	0.9656	0.3636	0.7101	0.1909	0.061	0.2511	0.5793	0.9205	0.1527	0.7319	0.0736	0.5298	0.9329	0.0116	0.0135	0	0.7675	0.518	0.4424	0.5294	0.6594	0.1564	0.0945	0.9504	0.5469	0.6772	0.9251	0.9717	0.9238	0.5127	0.5921	0.3865	0.4349	0.0768	0.272	0.6442	0.0356	0.8452	0.872	0.9713	0.6311	0.6567	0.5995	0.6723	0.0384	0.3398	0.2053	0.9725	0.7349	0.95	0.6692	0.5751	0.7671	0.1617	0.3015	0.9143	0.909	0.5606	0.7138	0.0079	0.1842	0.9285	0.1591	0.4475	0.7814	0.2373	0.6957	0.1031	0.1505	0.5875	0.4033	0.8334	0.3382	0.6234	0.6201	0.9187	0.3503	0.7638	0.5518	0.1386	0.6231	0.518	0.0441	0.7158	0.5987	0.9881	0.4909	0.0268	0.519	0.206	0.7713	0.5296	0.1275	0.2228	0.8095	
0.9312	0.8944	0.2781	0.578	0.1369	0.2139	0.8131	0.4318	0.7826	0.1593	0.5793	0.3631	0.483	0.4573	0.2799	0.9844	0.8559	0.3376	0.1344	0.2147	0.7675	0	0.5457	0.5882	0.9161	0.0853	0.6484	0.8043	0.7543	0.0762	0.1783	0.5578	0.8767	0.8631	0.7938	0.4609	0.4153	0.9783	0.9251	0.5578	0.7236	0.9699	0.8255	0.8025	0.5794	0.6668	0.5698	0.0372	0.6702	0.7966	0.0617	0.823	0.9131	0.0952	0.3007	0.1128	0.5599	0.9684	0.9564	0.2893	0.9278	0.8937	0.0632	0.7579	0.8641	0.5987	0.161	0.5087	0.5968	0.1487	0.039	0.9583	0.18	0.0988	0.3677	0.2303	0.7656	0.7919	0.7463	0.848	0.8275	0.251	0.949	0.4554	0.245	0.8382	0.7042	0.7393	0.0663	0.4506	0.4905	0.0842	0.8112	0.7837	0.429	0.2468	0.3166	0.4388	0.7212	0.1286	
0.7645	0.2153	0.7712	0.6981	0.3285	0.6951	0.8431	0.538	0.7445	0.2017	0.5132	0.4856	0.7165	0.8523	0.2377	0.5669	0.8455	0.3758	0.3715	0.3716	0.518	0.5457	0	0.3043	0.4923	0.1385	0.9785	0.8809	0.3433	0.1713	0.1202	0.414	0.352	0.7968	0.8744	0.6687	0.8026	0.5767	0.1248	0.1617	0.5972	0.6742	0.6137	0.6907	0.0492	0.7013	0.721	0.2007	0.3232	0.1213	0.6658	0.7872	0.8457	0.7575	0.4892	0.5146	0.7874	0.0706	0.1498	0.1926	0.5396	0.4318	0.3697	0.8607	0.4759	0.5859	0.4762	0.5642	0.8494	0.7372	0.6233	0.1878	0.9709	0.9394	0.1843	0.4355	0.0089	0.5045	0.9631	0.435	0.0027	0.1355	0.0475	0.4395	0.2952	0.7223	0.159	0.7647	0.6378	0.4911	0.0977	0.6268	0.9006	0.8633	0.6455	0.4206	0.872	0.4276	0.5541	0.9727	
0.9782	0.1846	0.9969	0.994	0.9794	0.039	0.0294	0.6224	0.9425	0.2035	0.2981	0.8982	0.9361	0.3285	0.7752	0.294	0.9178	0.2597	0.1375	0.6032	0.4424	0.5882	0.3043	0	0.5058	0.0909	0.2023	0.1765	0.5264	0.131	0.3791	0.4104	0.3669	0.2129	0.9604	0.8747	0.4103	0.7025	0.7214	0.3691	0.7752	0.6661	0.6556	0.6103	0.6117	0.2247	0.1797	0.1243	0.0568	0.1182	0.5574	0.7061	0.1521	0.8601	0.2194	0.408	0.5423	0.0537	0.7012	0.6472	0.1683	0.3257	0.8487	0.8156	0.8433	0.7795	0.389	0.7797	0.2403	0.2964	0.2882	0.58	0.9944	0.5189	0.7179	0.316	0.2242	0.8002	0.1065	0.4133	0.9075	0.72	0.4131	0.8816	0.2804	0.3856	0.2165	0.2473	0.596	0.5706	0.1064	0.0015	0.3924	0.2447	0.5289	0.143	0.4847	0.1431	0.9991	0.8783	
0.5926	0.6278	0.5345	0.8288	0.6693	0.8301	0.1145	0.3951	0.84	0.8152	0.3363	0.7708	0.356	0.498	0.1218	0.5808	0.8123	0.1972	0.1736	0.3801	0.5294	0.9161	0.4923	0.5058	0	0.2813	0.2929	0.5253	0.7278	0.2097	0.3452	0.9917	0.1671	0.2847	0.9501	0.1288	0.8824	0.2234	0.2828	0.7649	0.8658	0.7395	0.2656	0.9313	0.8422	0.0376	0.4516	0.3556	0.1797	0.1636	0.6221	0.6786	0.6918	0.7411	0.8535	0.3243	0.9508	0.1521	0.4807	0.9146	0.8428	0.4302	0.3329	0.1036	0.4362	0.9866	0.0083	0.7472	0.4043	0.2768	0.3416	0.9613	0.2018	0.5836	0.1473	0.9995	0.626	0.0931	0.0475	0.0824	0.5177	0.3684	0.2454	0.7214	0.83	0.4595	0.8561	0.9351	0.5385	0.1646	0.6416	0.4828	0.4313	0.7909	0.5533	0.9071	0.0504	0.5987	0.8416	0.0191	
0.4064	0.9495	0.7879	0.1049	0.4464	0.2459	0.8314	0.1274	0.7555	0.2579	0.5092	0.2316	0.8817	0.9285	0.9088	0.5695	0.2555	0.3216	0.501	0.8907	0.6594	0.0853	0.1385	0.0909	0.2813	0	0.2118	0.1477	0.7506	0.007	0.7623	0.3418	0.1494	0.0924	0.5267	0.423	0.0663	0.8678	0.5697	0.5442	0.5076	0.8471	0.4796	0.5325	0.3851	0.1575	0.6033	0.1211	0.7239	0.9216	0.1556	0.8483	0.5368	0.4583	0.4133	0.6347	0.1759	0.2866	0.5293	0.3549	0.7827	0.6523	0.2143	0.6024	0.086	0.2254	0.9276	0.3164	0.4344	0.931	0.0793	0.4613	0.7137	0.3549	0.1186	0.1941	0.5219	0.0397	0.2179	0.9832	0.4074	0.3936	0.741	0.3667	0.7532	0.1624	0.8037	0.4704	0.2124	0.396	0.4273	0.6467	0.5161	0.9425	0.4987	0.1173	0.1927	0.1909	0.7751	0.277	
0.5803	0.7619	0.5345	0.9159	0.7641	0.4281	0.6799	0.3651	0.323	0.0924	0.3486	0.5848	0.945	0.1916	0.5901	0.4084	0.3579	0.851	0.0288	0.5747	0.1564	0.6484	0.9785	0.2023	0.2929	0.2118	0	0.1968	0.6553	0.1464	0.4872	0.1042	0.3732	0.4587	0.8092	0.2329	0.8914	0.6181	0.9264	0.6229	0.1337	0.822	0.0494	0.7157	0.4915	0.275	0.9982	0.3951	0.7728	0.0171	0.8254	0.2396	0.6899	0.8771	0.8088	0.6842	0.1508	0.1155	0.2932	0.0464	0.1213	0.4136	0.6758	0.6547	0.1006	0.9415	0.2457	0.0993	0.3751	0.3962	0.0693	0.4528	0.0669	0.7434	0.2487	0.7616	0.8504	0.0481	0.5615	0.3943	0.094	0.3726	0.3066	0.2079	0.4713	0.4386	0.086	0.5381	0.5592	0.9565	0.3994	0	0.2121	0.0321	0.2617	0.0451	0.7114	0.5982	0.6582	0.736	
0.5293	0.5656	0.2222	0.537	0.0913	0.9091	0.3704	0.9547	0.272	0.4168	0.1661	0.9172	0.476	0.4063	0.168	0.2057	0.9285	0.5203	0.5076	0.9849	0.0945	0.8043	0.8809	0.1765	0.5253	0.1477	0.1968	0	0.3633	0.0044	0.6669	0.1613	0.5799	0.5322	0.7071	0.9147	0.5297	0.7671	0.3541	0.4792	0.2855	0.3992	0.0063	0.8392	0.694	0.3929	0.5334	0.8755	0.5037	0.2294	0.1256	0.6231	0.7972	0.7517	0.7644	0.6766	0.7381	0.1795	0.1588	0.4534	0.8968	0.3922	0.2352	0.1768	0.9709	0.7609	0.3111	0.2771	0.3778	0.2276	0.1488	0.7977	0.0169	0.4417	0.6042	0.6529	0.1354	0.7314	0.1887	0.0029	0.3573	0.6481	0.3546	0.7038	0.3802	0.4749	0.7186	0.8515	0.1117	0.343	0.5722	0.1058	0.0362	0.4668	0.684	0.5315	0.656	0.2331	0.2269	0.1972	
